_id,autoclose,autoload_charts,bt_id,chart_1m,chart_tf,class_name,contracts,direction,end_dt,flipper,indicator,length,name,offs,parameters,prefer_stored,profs,progress_bar,start_dt,stops,symbol,timeframe,tradeseries,trading_hours
69628e69e4ccaec88cd80a1c,15:55:00,True,BacktestEMABounce-eth_e1h_9,Chart suppressed for output sanity,Chart suppressed for output sanity,BacktestIndTag,1,long,2025-12-19 17:00:00,1,ES_eth_e1h_EMA_close_l9_s2,9,BacktestEMABounce-eth_e1h_9,"[-40, -8, -4, -2, 0, 4, 8, 16, 40]","{""direction"": ""long"", ""length"": 9, ""stops"": [20, 40, 60, 80, 120], ""profs"": [20, 80, 120, 160], ""offs"": [-40, -8, -4, -2, 0, 4, 8, 16, 40], ""progress_bar"": true, ""indicator"": ""ES_eth_e1h_EMA_close_l9_s2"", ""contracts"": 1, ""autoclose"": ""15:55:00""}",False,"[20, 80, 120, 160]",True,2025-11-30 18:00:00,"[20, 40, 60, 80, 120]",ES,e1h,"[""180 Tradeseries suppressed for output sanity""]",eth
69628e41e4ccaec88cd80986,15:55:00,True,BacktestEMAReject-eth_e1h_9,Chart suppressed for output sanity,Chart suppressed for output sanity,BacktestIndTag,1,short,2025-12-19 17:00:00,-1,ES_eth_e1h_EMA_close_l9_s2,9,BacktestEMAReject-eth_e1h_9,"[-8, -4, 0, 40, 60]","{""direction"": ""short"", ""length"": 9, ""stops"": [60, 80, 120], ""profs"": [160, 200, 240], ""offs"": [-8, -4, 0, 40, 60], ""progress_bar"": true, ""indicator"": ""ES_eth_e1h_EMA_close_l9_s2"", ""contracts"": 1, ""autoclose"": ""15:55:00""}",False,"[160, 200, 240]",True,2025-11-30 18:00:00,"[60, 80, 120]",ES,e1h,"[""45 Tradeseries suppressed for output sanity""]",eth
