open_dt,close_dt,entry_price,exit_price,high_price,low_price,profitable,first_min_open,bt_id,ts_id,direction,flipper,is_open,prof_target,prof_ticks,stop_target,stop_ticks,offset_ticks,open_epoch,symbol,timeframe,trading_hours,prev_ind_dp
2025-12-02 22:35:00,2025-12-03 15:55:00,6855.75,6861.0,6873.25,6817.5,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6815.75,160,6875.75,80,40,1764732900,ES,e1h,eth,6845.78
2025-12-03 11:38:00,2025-12-03 15:55:00,6858.5,6861.0,6873.25,6840.0,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6818.5,160,6878.5,80,40,1764779880,ES,e1h,eth,6848.68
2025-12-03 12:21:00,2025-12-03 15:55:00,6858.0,6861.0,6873.25,6856.5,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6818.0,160,6878.0,80,40,1764782460,ES,e1h,eth,6848.1
2025-12-03 14:00:00,2025-12-03 15:55:00,6863.25,6861.0,6873.25,6859.25,True,True,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6823.25,160,6883.25,80,40,1764788400,ES,e1h,eth,6853.46
2025-12-04 09:08:00,2025-12-04 15:55:00,6874.25,6860.5,6880.75,6836.25,True,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6834.25,160,6894.25,80,40,1764857280,ES,e1h,eth,6864.45
2025-12-04 20:41:00,2025-12-05 10:02:00,6874.75,6894.75,6894.75,6856.75,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6834.75,160,6894.75,80,40,1764898860,ES,e1h,eth,6864.94
2025-12-04 21:15:00,2025-12-05 10:02:00,6877.0,6897.0,6897.0,6856.75,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6837.0,160,6897.0,80,40,1764900900,ES,e1h,eth,6867.05
2025-12-04 22:58:00,2025-12-05 10:05:00,6878.75,6898.75,6898.75,6856.75,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6838.75,160,6898.75,80,40,1764907080,ES,e1h,eth,6868.89
2025-12-04 23:07:00,2025-12-05 10:06:00,6880.5,6900.5,6900.5,6856.75,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6840.5,160,6900.5,80,40,1764907620,ES,e1h,eth,6870.72
2025-12-05 09:31:00,2025-12-05 15:55:00,6885.25,6872.0,6905.0,6866.5,True,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6845.25,160,6905.25,80,40,1764945060,ES,e1h,eth,6875.44
2025-12-05 11:00:00,2025-12-05 15:55:00,6890.0,6872.0,6892.25,6866.5,True,True,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6850.0,160,6910.0,80,40,1764950400,ES,e1h,eth,6880.14
2025-12-09 11:16:00,2025-12-09 15:55:00,6870.5,6847.5,6872.75,6846.75,True,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6830.5,160,6890.5,80,40,1765296960,ES,e1h,eth,6860.51
2025-12-09 12:05:00,2025-12-09 15:55:00,6872.0,6847.5,6872.5,6846.75,True,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6832.0,160,6892.0,80,40,1765299900,ES,e1h,eth,6862.16
2025-12-10 11:27:00,2025-12-10 14:34:00,6856.0,6876.0,6876.0,6842.25,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6816.0,160,6876.0,80,40,1765384020,ES,e1h,eth,6846.23
2025-12-10 12:55:00,2025-12-10 14:34:00,6857.5,6877.5,6877.5,6842.25,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6817.5,160,6877.5,80,40,1765389300,ES,e1h,eth,6847.73
2025-12-10 14:00:00,2025-12-10 14:34:00,6858.75,6878.75,6878.75,6850.0,False,True,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6818.75,160,6878.75,80,40,1765393200,ES,e1h,eth,6848.8
2025-12-11 04:54:00,2025-12-11 07:40:00,6856.75,6876.75,6876.75,6850.75,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6816.75,160,6876.75,80,40,1765446840,ES,e1h,eth,6846.75
2025-12-11 06:46:00,2025-12-11 10:22:00,6859.25,6879.25,6879.25,6838.0,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6819.25,160,6879.25,80,40,1765453560,ES,e1h,eth,6849.31
2025-12-11 09:11:00,2025-12-11 12:20:00,6868.0,6888.0,6888.0,6838.0,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6828.0,160,6888.0,80,40,1765462260,ES,e1h,eth,6858.01
2025-12-11 10:11:00,2025-12-11 10:28:00,6864.75,6884.75,6884.75,6862.5,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6824.75,160,6884.75,80,40,1765465860,ES,e1h,eth,6854.96
2025-12-11 19:30:00,2025-12-12 10:24:00,6905.0,6865.0,6913.5,6865.0,True,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6865.0,160,6925.0,80,40,1765499400,ES,e1h,eth,6895.24
2025-12-11 20:16:00,2025-12-12 10:24:00,6906.25,6866.25,6913.5,6866.25,True,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6866.25,160,6926.25,80,40,1765502160,ES,e1h,eth,6896.39
2025-12-11 21:08:00,2025-12-12 10:16:00,6908.25,6868.25,6913.5,6868.25,True,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6868.25,160,6928.25,80,40,1765505280,ES,e1h,eth,6898.41
2025-12-12 00:56:00,2025-12-12 10:09:00,6912.25,6872.25,6913.5,6872.25,True,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6872.25,160,6932.25,80,40,1765518960,ES,e1h,eth,6902.39
2025-12-15 03:31:00,2025-12-15 09:01:00,6908.75,6928.75,6928.75,6908.75,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6868.75,160,6928.75,80,40,1765787460,ES,e1h,eth,6898.88
2025-12-15 08:43:00,2025-12-15 10:04:00,6925.0,6885.0,6932.25,6885.0,True,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6885.0,160,6945.0,80,40,1765806180,ES,e1h,eth,6915.01
2025-12-15 09:01:00,2025-12-15 10:03:00,6927.5,6887.5,6932.25,6887.5,True,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6887.5,160,6947.5,80,40,1765807260,ES,e1h,eth,6917.5
2025-12-16 05:37:00,2025-12-16 08:30:00,6862.5,6882.5,6882.5,6862.25,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6822.5,160,6882.5,80,40,1765881420,ES,e1h,eth,6852.69
2025-12-16 06:01:00,2025-12-16 08:30:00,6865.0,6885.0,6885.0,6862.5,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6825.0,160,6885.0,80,40,1765882860,ES,e1h,eth,6855.05
2025-12-16 09:16:00,2025-12-16 10:27:00,6873.0,6833.0,6880.5,6833.0,True,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6833.0,160,6893.0,80,40,1765894560,ES,e1h,eth,6863.14
2025-12-16 15:30:00,2025-12-16 15:55:00,6861.5,6866.25,6873.25,6861.5,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6821.5,160,6881.5,80,40,1765917000,ES,e1h,eth,6851.54
2025-12-17 01:14:00,2025-12-17 05:17:00,6860.75,6880.75,6880.75,6857.75,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6820.75,160,6880.75,80,40,1765952040,ES,e1h,eth,6850.8
2025-12-17 02:06:00,2025-12-17 06:10:00,6862.5,6882.5,6882.5,6857.75,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6822.5,160,6882.5,80,40,1765955160,ES,e1h,eth,6852.59
2025-12-17 03:18:00,2025-12-17 10:44:00,6864.5,6824.5,6882.5,6824.5,True,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6824.5,160,6884.5,80,40,1765959480,ES,e1h,eth,6854.58
2025-12-17 04:15:00,2025-12-17 10:43:00,6866.5,6826.5,6882.5,6826.5,True,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6826.5,160,6886.5,80,40,1765962900,ES,e1h,eth,6856.61
2025-12-17 08:01:00,2025-12-17 10:35:00,6880.0,6840.0,6880.5,6840.0,True,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6840.0,160,6900.0,80,40,1765976460,ES,e1h,eth,6870.02
2025-12-18 03:47:00,2025-12-18 08:30:00,6800.0,6820.0,6820.0,6795.0,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6760.0,160,6820.0,80,40,1766047620,ES,e1h,eth,6790.09
2025-12-18 04:34:00,2025-12-18 08:30:00,6801.5,6821.5,6821.5,6800.75,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6761.5,160,6821.5,80,40,1766050440,ES,e1h,eth,6791.72
2025-12-18 06:00:00,2025-12-18 08:30:00,6806.75,6826.75,6826.75,6801.0,False,True,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6766.75,160,6826.75,80,40,1766055600,ES,e1h,eth,6796.91
2025-12-18 08:30:00,2025-12-18 08:40:00,6810.75,6830.75,6830.75,6810.75,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6770.75,160,6830.75,80,40,1766064600,ES,e1h,eth,6800.78
2025-12-18 15:33:00,2025-12-18 15:55:00,6843.5,6837.0,6850.0,6835.75,True,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6803.5,160,6863.5,80,40,1766089980,ES,e1h,eth,6833.53
2025-12-19 02:13:00,2025-12-19 09:32:00,6839.75,6859.75,6859.75,6829.0,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6799.75,160,6859.75,80,40,1766128380,ES,e1h,eth,6829.76
2025-12-19 03:02:00,2025-12-19 09:32:00,6841.75,6861.75,6861.75,6829.0,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6801.75,160,6861.75,80,40,1766131320,ES,e1h,eth,6831.81
2025-12-19 09:29:00,2025-12-19 09:43:00,6848.0,6868.0,6868.0,6845.75,False,False,BacktestEMAReject-eth_e1h_9,BacktestEMAReject-eth_e1h_9_s80-p160-o40,short,-1,False,6808.0,160,6868.0,80,40,1766154540,ES,e1h,eth,6838.04
